date,symbol,open
2020-01-06,XOM,58.55571668770951
2020-01-06,AAPL,71.84517161157338
2020-01-06,JNJ,132.29043499512588
2020-01-06,UNH,274.89629256681576
2020-01-06,NVO,54.194439463571
2020-01-06,LLY,124.798085428976
2020-01-06,MRK,78.33573203951546
2020-01-06,TSM,53.7802710533085
2020-01-06,AVGO,277.704249795855
2020-01-06,MSFT,152.32889315838506
2020-01-06,MA,291.6755734482616
2020-01-06,JPM,123.5243503274144
2020-01-06,V,183.95457705595624
2020-01-06,JPM-PC,23.907414275366275
2020-01-06,NVDA,57.86976788722145
2020-01-06,PLD,82.69313845332702
2020-01-06,AMT,212.68434425497665
2020-01-06,EQIX,554.5154896640767
2020-01-06,CCI,127.39126336274488
2020-01-06,CVX,104.31140978667769
2020-01-06,SHEL,53.844425201416016
2020-01-06,TTE,45.031609950613
2020-01-06,COP,58.06815673597109
2020-01-06,BRK-B,224.9900054931641
2020-01-06,PSA,184.87262347171583
2020-03-03,CCI,140.55702516698076
2020-03-03,PSA,189.57355488209728
2020-03-03,PLD,81.94424741233955
2020-03-03,MSFT,169.00351993720056
2020-03-03,NVDA,69.45684606970289
2020-03-03,TSM,52.56647767779132
2020-03-03,EQIX,591.6313766449881
2020-03-03,MA,308.98792573003647
2020-03-03,JPM,109.42252116052958
2020-03-03,V,189.31647416071317
2020-03-03,JPM-PC,23.20007587969837
2020-03-03,AAPL,74.43753277958105
2020-03-03,BRK-B,217.38999938964844
2020-03-03,AVGO,254.2979144613847
2020-03-03,UNH,262.8218461122845
2020-03-03,XOM,45.56931256820767
2020-03-03,CVX,84.24865660653158
2020-03-03,SHEL,40.991506473670015
2020-03-03,TTE,35.13306671027636
2020-03-03,COP,43.70055441963989
2020-03-03,JNJ,129.43584454963332
2020-03-03,AMT,224.10606973137865
2020-03-03,MRK,69.89507810427466
2020-03-03,NVO,59.3105262442924
2020-03-03,LLY,127.2203599309846
2020-05-04,COP,34.074613177723016
2020-05-04,TTE,26.93641967577516
2020-05-04,SHEL,28.697654338210747
2020-05-04,CVX,77.25912777647915
2020-05-04,XOM,35.90642173503306
2020-05-04,UNH,272.722201329751
2020-05-04,NVDA,70.00767103880646
2020-05-04,MSFT,169.6744928479413
2020-05-04,PSA,161.71325777257783
2020-05-04,CCI,141.95096281481975
2020-05-04,EQIX,632.3505124798004
2020-05-04,AMT,221.90152511424944
2020-05-04,PLD,80.03540154795007
2020-05-04,JNJ,137.54410384053978
2020-05-04,MRK,67.54624083779996
2020-05-04,BRK-B,179.77999877929688
2020-05-04,NVO,60.37559374154917
2020-05-04,AAPL,70.88320747554219
2020-05-04,TSM,48.81432454089215
2020-05-04,AVGO,235.50675061139864
2020-05-04,JPM-PC,22.89670510625383
2020-05-04,V,169.47350330272147
2020-05-04,JPM,84.1009415129426
2020-05-04,MA,261.1752907024188
2020-05-04,LLY,147.61878884013566
2020-07-02,AAPL,90.41382731052327
2020-07-02,MSFT,200.5607310917164
2020-07-02,NVDA,96.14239451119757
2020-07-02,TSM,55.028739230361225
2020-07-02,AVGO,291.6678906701262
2020-07-02,JPM-PC,23.710351706278743
2020-07-02,V,192.38177120955717
2020-07-02,BRK-B,180.4499969482422
2020-07-02,MRK,68.56311754593285
2020-07-02,LLY,157.34774689170683
2020-07-02,NVO,62.99068500265876
2020-07-02,UNH,289.31060434134173
2020-07-02,JPM,87.43061149577412
2020-07-02,JNJ,131.49681012619865
2020-07-02,MA,299.3728502240729
2020-07-02,AMT,251.6096192138132
2020-07-02,SHEL,30.22332507036013
2020-07-02,CVX,78.93211347785392
2020-07-02,XOM,38.41940154020607
2020-07-02,TTE,32.30768000280016
2020-07-02,COP,37.26696153797995
2020-07-02,EQIX,700.1471871178463
2020-07-02,CCI,158.0075282837553
2020-07-02,PSA,178.2330177158248
2020-07-02,PLD,90.6418513081467
2020-09-02,TSM,77.24912296727678
2020-09-02,CVX,74.41666568500337
2020-09-02,SHEL,26.80404424424313
2020-09-02,TTE,32.66334200371597
2020-09-02,COP,33.30809656363734
2020-09-02,BRK-B,218.1300048828125
2020-09-02,JPM-PC,24.293319692961045
2020-09-02,V,210.49485041569295
2020-09-02,MA,352.03806242687045
2020-09-02,AAPL,135.516822663504
2020-09-02,MSFT,222.8332853523676
2020-09-02,NVDA,146.70369682431465
2020-09-02,AVGO,335.8288568461592
2020-09-02,JPM,92.23864938455608
2020-09-02,XOM,34.44480873228305
2020-09-02,JNJ,141.31238120418567
2020-09-02,UNH,300.9216500052552
2020-09-02,NVO,63.20459544158732
2020-09-02,LLY,141.4619657958675
2020-09-02,MRK,73.72037884795152
2020-09-02,PSA,188.2171362261596
2020-09-02,CCI,146.58352702100532
2020-09-02,EQIX,754.5317693333466
2020-09-02,AMT,232.51716096088705
2020-09-02,PLD,95.21942282134164
2020-11-03,NVDA,126.79648164433635
2020-11-03,MSFT,199.29587946737817
2020-11-03,MRK,68.09489353886603
2020-11-03,LLY,128.7892683284551
2020-11-03,NVO,62.97459159006008
2020-11-03,SHEL,25.0054855437246
2020-11-03,JNJ,131.21929744597094
2020-11-03,COP,27.99477222635171
2020-11-03,TTE,27.473021068783552
2020-11-03,TSM,82.2677239142254
2020-11-03,CVX,65.54688892358772
2020-11-03,XOM,30.282990102370988
2020-11-03,UNH,306.908256671523
